label,isCode,wordsLen,ZeroLen,OneLen,WordsWithSameSizeLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart,isLongueurFixe,one,two,three,four,five,six,seven,eight,nine,ten,coloneLen,coltwoLen,colthreeLen,colfourLen,colfiveLen,colsixLen,colsevenLen,coleightLen,colnineLen,coltenLen
"['00', '101101', '1110111', '0001001']",1,4,10,12,2,22,2.97985347985348,26,13,0,0,45,119,9,0,0,0,0,0,0,2,6,7,7,0,0,0,0,0,0
"['1010', '110', '0100100', '0110000', '1001', '01']",1,6,16,11,4,27,8.735858585858585,45,35,0,10,6,36,48,9,1,0,0,0,0,4,3,7,7,4,2,0,0,0,0
"['1', '0001100', '0111001', '110000']",1,4,12,9,2,21,2.730769230769231,27,13,0,1,12,57,48,0,0,0,0,0,0,1,7,7,6,0,0,0,0,0,0
"['1110001', '01001', '0111100', '10010']",1,4,12,12,4,24,4.014285714285714,20,13,0,113,9,60,18,0,0,0,0,0,0,7,5,7,5,0,0,0,0,0,0
"['1000', '1110', '00111']",1,3,6,7,2,13,1.6111111111111112,9,9,0,8,14,7,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,0
"['1111', '111110', '01010', '10011']",1,4,6,14,2,20,3.0161616161616163,16,20,0,15,62,10,19,0,0,0,0,0,0,4,6,5,5,0,0,0,0,0,0
"['00110', '111111', '110001', '111100', '0011111', '111101', '01000', '1011', '1101001']",1,9,19,33,8,52,20.74854034854035,109,135,0,6,63,49,60,31,61,8,11,105,0,5,6,6,6,7,6,5,4,7,0
"['1', '1001', '110', '0011010']",1,4,7,8,0,15,2.866883116883117,21,11,0,1,9,6,26,0,0,0,0,0,0,1,4,3,7,0,0,0,0,0,0
"['00', '1100', '000110']",1,3,8,4,0,12,1.7666666666666666,10,13,0,0,12,6,0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0
"['001110', '1110', '010110']",1,3,7,9,2,16,2.4333333333333336,6,15,0,14,14,22,0,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0
"['0001', '1', '0011111', '0111001', '010010', '1100001']",1,6,16,16,3,32,7.939010989010989,60,38,0,1,1,31,57,18,97,0,0,0,0,4,1,7,7,6,7,0,0,0,0
"['1001', '0000', '011', '1101']",1,4,8,7,3,15,2.9285714285714284,13,12,0,9,0,3,13,0,0,0,0,0,0,4,4,3,4,0,0,0,0,0,0
"['11', '0', '1010101']",1,3,4,6,0,10,0.6944444444444444,13,4,0,3,0,85,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0
"['100', '0010', '1101', '10010', '001']",1,5,11,8,4,19,6.7936507936507935,19,28,0,4,2,13,18,1,0,0,0,0,0,3,4,4,5,3,0,0,0,0,0
"['01111', '111', '0100011']",1,3,5,10,0,15,1.65,9,14,0,15,7,35,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0
"['100', '011010', '100111']",1,3,7,8,2,15,2.0,10,6,0,4,26,39,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0
"['010111', '10110', '11']",1,3,4,9,0,13,1.7987012987012987,9,8,0,23,22,3,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0
"['110', '111100', '010101', '011100']",1,4,9,12,3,21,3.7777777777777777,15,18,0,6,60,21,28,0,0,0,0,0,0,3,6,6,6,0,0,0,0,0,0
"['0110', '0', '001010', '0001']",1,4,10,5,2,15,2.9857142857142858,18,20,0,6,0,10,1,0,0,0,0,0,0,4,1,6,4,0,0,0,0,0,0
"['010', '00011', '1101110']",1,3,7,8,0,15,1.6,11,8,0,2,3,110,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0
"['1011001', '010', '0011', '0111010']",1,4,10,11,2,21,3.2337662337662336,21,13,0,89,2,3,58,0,0,0,0,0,0,7,3,4,7,0,0,0,0,0,0
"['1111010', '101100', '10', '0100', '00101', '0110111']",1,6,14,17,2,31,8.852725052725052,51,39,0,122,44,2,4,5,55,0,0,0,0,7,6,2,4,5,7,0,0,0,0
"['101', '0100111', '011100']",1,3,7,9,0,16,1.6598290598290597,12,5,0,5,39,28,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0
"['0011111', '11', '0']",1,3,3,7,0,10,0.6944444444444444,13,6,0,31,3,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0
"['101001', '10101', '0100', '0111', '01']",1,5,10,11,2,21,6.547186147186147,23,27,0,41,21,4,7,1,0,0,0,0,0,6,5,4,4,2,0,0,0,0,0
"['0001', '101', '100110', '011110', '0000101']",1,5,14,12,2,26,5.7534021534021536,33,27,0,1,5,38,30,5,0,0,0,0,0,4,3,6,6,7,0,0,0,0,0
"['0101', '111', '110011', '001', '10100']",1,5,9,12,2,21,5.803463203463203,25,28,0,5,7,51,1,20,0,0,0,0,0,4,3,6,3,5,0,0,0,0,0
"['11111', '101', '1010011', '1101100']",1,4,7,15,2,22,3.414285714285714,21,25,0,31,5,83,108,0,0,0,0,0,0,5,3,7,7,0,0,0,0,0,0
"['0110', '0111011', '110011']",1,3,6,11,0,17,1.7888111888111888,9,9,0,6,59,51,0,0,0,0,0,0,0,4,7,6,0,0,0,0,0,0,0
"['0101001', '11001', '110010', '000', '111', '1101']",1,6,13,15,2,28,9.472188922188922,38,49,0,41,25,50,0,7,13,0,0,0,0,7,5,6,3,3,4,0,0,0,0
"['1000111', '11', '10', '0010111']",1,4,7,11,4,18,3.134920634920635,23,22,0,71,3,2,23,0,0,0,0,0,0,7,2,2,7,0,0,0,0,0,0
"['00110', '0111000', '010101', '0011001', '1110', '011']",1,6,16,16,2,32,9.69981684981685,43,46,0,6,56,21,25,14,3,0,0,0,0,5,7,6,7,4,3,0,0,0,0
"['101', '0001100', '0100101', '0011110', '0']",1,5,14,11,3,25,4.65,43,24,0,5,12,37,30,0,0,0,0,0,0,3,7,7,7,1,0,0,0,0,0
"['0101001', '11', '0011011', '1101']",1,4,8,12,2,20,3.5425685425685423,21,20,0,41,3,27,13,0,0,0,0,0,0,7,2,7,4,0,0,0,0,0,0
"['0101', '1000111', '0', '011', '10011']",1,5,9,11,0,20,5.735930735930736,31,25,0,5,71,0,3,19,0,0,0,0,0,4,7,1,3,5,0,0,0,0,0
"['100101', '110', '00010', '01110']",1,4,10,9,2,19,3.385353535353535,16,14,0,37,6,2,14,0,0,0,0,0,0,6,3,5,5,0,0,0,0,0,0
"['111000', '0110', '110', '10001', '1011']",1,5,10,12,2,22,6.183621933621933,27,24,0,56,6,6,17,11,0,0,0,0,0,6,4,3,5,4,0,0,0,0,0
"['011000', '1000', '011', '1011', '001110']",1,5,12,11,4,23,6.042857142857143,28,28,0,24,8,3,11,14,0,0,0,0,0,6,4,3,4,6,0,0,0,0,0
"['01111', '110', '101110', '101111']",1,4,5,15,2,20,4.08080808080808,14,24,0,15,6,46,47,0,0,0,0,0,0,5,3,6,6,0,0,0,0,0,0
"['1110101', '0010100', '111011', '010010', '0111010']",1,5,15,18,5,33,6.489010989010989,26,24,0,117,20,59,18,58,0,0,0,0,0,7,7,6,6,7,0,0,0,0,0
"['1', '110', '0001000']",1,3,7,4,0,11,1.15,13,4,0,1,6,8,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0
"['1', '1100100', '11001']",1,3,6,7,0,13,1.4166666666666667,12,12,0,1,100,25,0,0,0,0,0,0,0,1,7,5,0,0,0,0,0,0,0
"['0', '001', '111', '0011']",1,4,5,6,2,11,2.6619047619047618,13,14,0,0,1,7,3,0,0,0,0,0,0,1,3,3,4,0,0,0,0,0,0
"['011001', '111111', '101', '1001010', '1101', '11110', '001']",1,7,12,22,4,34,11.79993894993895,63,67,0,25,63,5,74,13,30,1,0,0,0,6,6,3,7,4,5,3,0,0,0
"['101', '100110', '0011', '10']",1,4,7,8,0,15,3.6714285714285713,15,16,0,5,38,3,2,0,0,0,0,0,0,3,6,4,2,0,0,0,0,0,0
"['11', '011', '000', '10']",1,4,5,5,4,10,2.4333333333333336,11,12,0,3,3,0,2,0,0,0,0,0,0,2,3,3,2,0,0,0,0,0,0
"['011011', '1001101', '111', '1100110', '110', '110101']",1,6,11,21,6,32,10.193040293040292,44,57,0,27,77,7,102,6,53,0,0,0,0,6,7,3,7,3,6,0,0,0,0
"['00110', '1001', '10']",1,3,6,5,0,11,1.9047619047619047,8,6,0,6,9,2,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0
"['1010', '000101', '11', '010', '1011']",1,5,9,10,2,19,6.2785714285714285,23,24,0,10,5,3,2,11,0,0,0,0,0,4,6,2,3,4,0,0,0,0,0
"['0', '001', '1110010']",1,3,6,5,0,11,1.35,12,6,0,0,1,114,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0
"['11000', '0000', '1101', '1111', '0110011']",1,5,11,13,3,24,5.262626262626263,28,32,0,24,0,13,15,51,0,0,0,0,0,5,4,4,4,7,0,0,0,0,0
"['00', '0110', '110', '0101010', '11010']",1,5,11,10,0,21,6.1502886002886,26,38,0,0,6,6,42,26,0,0,0,0,0,2,4,3,7,5,0,0,0,0,0
"['110111', '0001100', '00011', '00100']",1,4,13,10,2,23,3.6372960372960375,18,24,0,55,12,3,4,0,0,0,0,0,0,6,7,5,5,0,0,0,0,0,0
"['01100', '011', '0111', '10101']",1,4,7,10,2,17,4.29047619047619,12,17,0,12,3,7,21,0,0,0,0,0,0,5,3,4,5,0,0,0,0,0,0
"['011', '001', '10111', '101011']",1,4,6,11,2,17,3.755050505050505,13,20,0,3,1,23,43,0,0,0,0,0,0,3,3,5,6,0,0,0,0,0,0
"['0100101', '100100', '1000011', '101']",1,4,13,10,2,23,4.119413919413919,19,20,0,37,36,67,5,0,0,0,0,0,0,7,6,7,3,0,0,0,0,0,0
"['100010', '0010', '11010']",1,3,9,6,0,15,2.193939393939394,6,13,0,34,2,26,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,0
"['01110', '1100111', '10000']",1,3,8,9,2,17,1.5666666666666667,12,4,0,14,103,16,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,0,0
"['010', '1111111', '101011']",1,3,4,12,0,16,1.1743589743589744,12,6,0,2,127,43,0,0,0,0,0,0,0,3,7,6,0,0,0,0,0,0,0
"['1', '1001', '110']",1,3,3,5,0,8,1.4714285714285715,7,8,0,1,9,6,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0
"['0011111', '10', '111011', '00010']",1,4,8,12,0,20,2.618825618825619,24,15,0,31,2,59,2,0,0,0,0,0,0,7,2,6,5,0,0,0,0,0,0
"['001', '010', '10011', '0100010']",1,4,11,7,2,18,3.783333333333333,18,14,0,1,2,19,34,0,0,0,0,0,0,3,3,5,7,0,0,0,0,0,0
"['011001', '011011', '1000011', '011010', '011110', '1110', '1111', '0101', '010', '1001110']",1,10,22,31,9,53,28.784865134865136,127,144,0,25,27,67,26,30,14,15,5,2,78,6,6,7,6,6,4,4,4,3,7
"['100111', '0111111', '101', '0100001', '10001', '01']",1,6,13,17,2,30,8.73026418026418,51,53,0,39,63,5,33,17,1,0,0,0,0,6,7,3,7,5,2,0,0,0,0
"['110010', '1110111', '11111', '1110001', '1000']",1,5,10,19,2,29,6.257486957486957,30,48,0,50,119,31,113,8,0,0,0,0,0,6,7,5,7,4,0,0,0,0,0
"['101001', '01', '101110']",1,3,6,8,2,14,1.6666666666666665,11,9,0,41,1,46,0,0,0,0,0,0,0,6,2,6,0,0,0,0,0,0,0
"['0100101', '11011', '11', '1110', '001101', '0110011']",1,6,12,19,2,31,9.271772671772672,47,49,0,37,27,3,14,13,51,0,0,0,0,7,5,2,4,6,7,0,0,0,0
"['100001', '01100', '1011110', '100110', '101110', '0110000']",1,6,19,18,5,37,10.225274725274726,44,50,0,33,12,94,38,46,48,0,0,0,0,6,5,7,6,6,7,0,0,0,0
"['101101', '00', '111', '001001', '01001']",1,5,11,11,2,22,5.4855699855699855,29,26,0,45,0,7,9,9,0,0,0,0,0,6,2,3,6,5,0,0,0,0,0
"['0010', '011101', '100100', '1000', '0000100']",1,5,18,9,4,27,6.353496503496504,30,37,0,2,29,36,8,4,0,0,0,0,0,4,6,6,4,7,0,0,0,0,0
"['0101011', '01001', '010111', '11']",1,4,8,12,0,20,3.8457098457098455,17,24,0,43,9,23,3,0,0,0,0,0,0,7,5,6,2,0,0,0,0,0,0
"['0011', '0001101', '10', '1011001', '1100011', '000010']",1,6,18,15,3,33,8.90952380952381,54,39,0,3,13,2,89,99,2,0,0,0,0,4,7,2,7,7,6,0,0,0,0
"['100', '1101', '10', '001011', '111010']",1,5,9,12,2,21,6.049206349206349,28,26,0,4,13,2,11,58,0,0,0,0,0,3,4,2,6,6,0,0,0,0,0
"['00', '1010', '1000101', '0110', '0100101', '1', '011101']",1,7,16,15,4,31,10.631512931512932,70,52,0,0,10,69,6,37,1,29,0,0,0,2,4,7,4,7,1,6,0,0,0
"['1100', '101010', '110011']",1,3,7,9,2,16,2.0666666666666664,7,10,0,12,42,51,0,0,0,0,0,0,0,4,6,6,0,0,0,0,0,0,0
"['0100000', '0010', '11', '1000010', '01000', '0110110']",1,6,21,11,3,32,8.381673881673882,52,49,0,32,2,3,66,8,54,0,0,0,0,7,4,2,7,5,7,0,0,0,0
"['1111', '110', '0', '010111']",1,4,4,10,0,14,2.4015873015873015,19,17,0,15,6,0,23,0,0,0,0,0,0,4,3,1,6,0,0,0,0,0,0
"['1', '011110', '1100', '10100']",1,4,7,9,0,16,3.0533910533910533,19,12,0,1,30,12,20,0,0,0,0,0,0,1,6,4,5,0,0,0,0,0,0
"['00', '111010', '110110', '0010010']",1,4,11,10,2,21,3.3547008547008548,21,21,0,0,58,54,18,0,0,0,0,0,0,2,6,6,7,0,0,0,0,0,0
"['0000111', '01', '000']",1,3,8,4,0,12,1.4444444444444444,11,10,0,7,1,0,0,0,0,0,0,0,0,7,2,3,0,0,0,0,0,0,0
"['01101', '1100', '10']",1,3,5,6,0,11,1.9047619047619047,7,6,0,13,12,2,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0
"['01011', '0111101', '1110']",1,3,5,11,0,16,1.8383838383838382,9,8,0,11,61,14,0,0,0,0,0,0,0,5,7,4,0,0,0,0,0,0,0
"['00001', '01111', '11', '001000']",1,4,10,8,2,18,2.4162337662337663,21,15,0,1,15,3,8,0,0,0,0,0,0,5,5,2,6,0,0,0,0,0,0
"['101', '0', '00010']",1,3,6,3,0,9,1.3333333333333333,9,4,0,5,0,2,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,0
"['01101', '0110101', '01100', '0100110', '1001111', '010011', '110011']",1,7,19,24,7,43,14.317482517482517,54,69,0,13,53,12,38,79,19,51,0,0,0,5,7,5,7,7,6,6,0,0,0
"['0110101', '10', '1101101', '11011', '001100', '001111']",1,6,13,20,4,33,9.118076368076368,49,42,0,53,2,109,27,12,15,0,0,0,0,7,2,7,5,6,6,0,0,0,0
"['1001', '0011001', '0']",1,3,7,5,0,12,1.3772727272727274,12,7,0,9,25,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0
"['0011111', '0001111', '0000']",1,3,9,9,2,18,1.7662337662337662,10,16,0,31,15,0,0,0,0,0,0,0,0,7,7,4,0,0,0,0,0,0,0
"['00', '011100', '1100', '101010', '00010']",1,5,14,9,2,23,5.84011544011544,28,39,0,0,28,12,42,2,0,0,0,0,0,2,6,4,6,5,0,0,0,0,0
"['110111', '011', '11']",1,3,2,9,0,11,1.9666666666666668,8,16,0,55,3,3,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0
"['1', '011101', '1010']",1,3,4,7,0,11,1.2857142857142856,11,6,0,1,29,10,0,0,0,0,0,0,0,1,6,4,0,0,0,0,0,0,0
"['1', '01101', '0101', '0001010']",1,4,9,8,0,17,3.2661616161616163,20,13,0,1,13,5,10,0,0,0,0,0,0,1,5,4,7,0,0,0,0,0,0
"['00', '110', '00100', '10011']",1,4,9,6,2,15,3.142857142857143,17,15,0,0,6,4,19,0,0,0,0,0,0,2,3,5,5,0,0,0,0,0,0
"['100', '0111', '1100000', '10']",1,4,9,7,0,16,2.827128427128427,22,15,0,4,7,96,2,0,0,0,0,0,0,3,4,7,2,0,0,0,0,0,0
"['1100', '000', '0100011', '11111', '0111']",1,5,10,13,2,23,4.492496392496392,33,32,0,12,0,35,31,7,0,0,0,0,0,4,3,7,5,4,0,0,0,0,0
"['1100', '10110', '0', '011100']",1,4,8,8,0,16,3.212987012987013,19,17,0,12,22,0,28,0,0,0,0,0,0,4,5,1,6,0,0,0,0,0,0
"['101', '101010', '1101', '10100']",1,4,8,10,0,18,4.4495670995670995,11,23,0,5,42,13,20,0,0,0,0,0,0,3,6,4,5,0,0,0,0,0,0
"['00', '111010', '01', '0111001']",1,4,8,9,2,17,3.158119658119658,22,14,0,0,58,1,57,0,0,0,0,0,0,2,6,2,7,0,0,0,0,0,0
"['10', '1001111', '0111011', '01000', '11010']",1,5,11,15,4,26,5.512698412698413,37,24,0,2,79,59,8,26,0,0,0,0,0,2,7,7,5,5,0,0,0,0,0
"['00', '1110001', '1111']",1,3,5,8,0,13,1.1717171717171717,12,8,0,0,113,15,0,0,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0
"['11000', '0000', '1111', '10']",1,4,8,7,2,15,2.349206349206349,18,16,0,24,0,15,2,0,0,0,0,0,0,5,4,4,2,0,0,0,0,0,0
"['101', '11111', '101000', '11011', '1010011', '00011', '010', '0110011']",1,8,17,24,7,41,17.06297036297036,81,100,0,5,31,40,27,83,3,2,51,0,0,3,5,6,5,7,5,3,7,0,0
"['0000111', '0110110', '101', '1010010']",1,4,12,12,3,24,3.4571428571428573,23,13,0,7,54,5,82,0,0,0,0,0,0,7,7,3,7,0,0,0,0,0,0
"['1', '111100', '010', '011']",1,4,5,8,2,13,2.841269841269841,18,12,0,1,60,2,3,0,0,0,0,0,0,1,6,3,3,0,0,0,0,0,0
"['00', '1110', '111001']",1,3,5,7,0,12,1.6333333333333333,9,7,0,0,14,57,0,0,0,0,0,0,0,2,4,6,0,0,0,0,0,0,0
"['1110011', '1000', '011000', '110']",1,4,10,10,0,20,3.798934398934399,18,15,0,115,8,24,6,0,0,0,0,0,0,7,4,6,3,0,0,0,0,0,0
"['1011110', '01000', '010']",1,3,8,7,0,15,1.65,10,11,0,94,8,2,0,0,0,0,0,0,0,7,5,3,0,0,0,0,0,0,0
"['000101', '01', '00100']",1,3,9,4,0,13,1.7987012987012987,9,9,0,5,1,4,0,0,0,0,0,0,0,6,2,5,0,0,0,0,0,0,0
"['0001111', '0001101', '1001100']",1,3,11,10,3,21,2.142857142857143,6,12,1,15,13,76,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0
"['0011', '01100', '0010', '1000111', '001', '1011']",1,6,14,13,3,27,9.885714285714286,38,40,0,3,12,2,71,1,11,0,0,0,0,4,5,4,7,3,4,0,0,0,0
"['0101000', '0000111', '0', '1000001']",1,4,15,7,3,22,2.4642857142857144,29,12,0,40,7,0,65,0,0,0,0,0,0,7,7,1,7,0,0,0,0,0,0
"['101', '101010', '110', '11', '001']",1,5,7,10,3,17,5.722222222222222,23,28,0,5,42,6,3,1,0,0,0,0,0,3,6,3,2,3,0,0,0,0,0
"['1110111', '1001000', '001011', '0100001', '100000']",1,5,19,14,5,33,5.456043956043956,33,28,0,119,72,11,33,32,0,0,0,0,0,7,7,6,7,6,0,0,0,0,0
"['1100101', '011', '01']",1,3,5,7,0,12,1.6444444444444444,10,9,0,101,3,1,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0
"['000100', '10110', '111', '0010101', '11110']",1,5,12,14,2,26,5.5505439005439,30,26,0,4,22,7,21,30,0,0,0,0,0,6,5,3,7,5,0,0,0,0,0
"['1', '110', '010110']",1,3,4,6,0,10,1.4523809523809523,10,6,0,1,6,22,0,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,0
"['11000', '100', '10110', '1110', '110011']",1,5,10,13,2,23,6.948196248196248,23,31,0,24,4,22,14,51,0,0,0,0,0,5,3,5,4,6,0,0,0,0,0
"['111000', '1011000', '100101', '0', '111010', '001']",1,6,15,14,3,29,7.729365079365079,53,39,0,56,88,37,0,58,1,0,0,0,0,6,7,6,1,6,3,0,0,0,0
"['101101', '0000', '0011', '0001', '1010', '011000', '11', '1100100']",1,8,21,16,6,37,15.807847707847708,82,79,0,45,0,3,1,10,24,3,100,0,0,6,4,4,4,4,6,2,7,0,0
"['0011111', '110', '1110', '1111', '0100', '0010110']",1,6,11,18,5,29,8.668831168831169,44,54,0,31,6,14,15,4,22,0,0,0,0,7,3,4,4,4,7,0,0,0,0
"['1111101', '01011', '0100101', '001', '11100', '11010']",1,6,13,19,5,32,8.371428571428572,48,44,0,125,11,37,1,28,26,0,0,0,0,7,5,7,3,5,5,0,0,0,0
"['01', '11', '111000', '10010']",1,4,7,8,2,15,3.12012987012987,19,14,0,1,3,56,18,0,0,0,0,0,0,2,2,6,5,0,0,0,0,0,0
"['00', '01', '1010', '0110111']",1,4,7,8,2,15,3.2676767676767673,19,13,0,0,1,10,55,0,0,0,0,0,0,2,2,4,7,0,0,0,0,0,0
"['00', '110110', '01010', '1']",1,4,7,7,0,14,2.4177489177489178,20,11,0,0,54,10,1,0,0,0,0,0,0,2,6,5,1,0,0,0,0,0,0
"['1110110', '01000', '0111011', '10']",1,4,9,12,2,21,3.317460317460317,23,15,0,118,8,59,2,0,0,0,0,0,0,7,5,7,2,0,0,0,0,0,0
"['1', '00101', '10000']",1,3,7,4,2,11,1.2666666666666666,11,7,0,1,5,16,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0
"['1', '1011001', '100', '010101']",1,4,8,9,0,17,3.0716117216117214,23,16,0,1,89,4,21,0,0,0,0,0,0,1,7,3,6,0,0,0,0,0,0
"['011011', '100000', '01', '0000110']",1,4,13,8,2,21,2.9123931623931623,25,16,0,27,32,1,6,0,0,0,0,0,0,6,6,2,7,0,0,0,0,0,0
"['0111', '0000', '0010110']",1,3,9,6,2,15,1.5227272727272727,9,10,0,7,0,22,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0
"['100111', '11001', '1100101', '0001100', '0']",1,5,13,13,2,26,5.302364302364302,39,23,0,39,25,101,12,0,0,0,0,0,0,6,5,7,7,1,0,0,0,0,0
"['001110', '110000', '0111011', '10']",1,4,10,11,2,21,3.1752136752136755,25,15,0,14,48,59,2,0,0,0,0,0,0,6,6,7,2,0,0,0,0,0,0
"['0001', '01001', '101000']",1,3,10,5,0,15,2.216161616161616,6,10,0,1,9,40,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0
"['111', '110', '1110', '1000', '001']",1,5,7,10,5,17,5.261904761904762,20,30,0,7,6,14,8,1,0,0,0,0,0,3,3,4,4,3,0,0,0,0,0
"['1111010', '000000', '101001', '1', '1100011']",1,5,14,13,4,27,3.8443223443223444,44,22,0,122,0,41,1,99,0,0,0,0,0,7,6,6,1,7,0,0,0,0,0
"['100001', '110', '11', '1001100', '0000001', '0111', '0101', '01110']",1,8,20,18,4,38,15.463136863136862,93,75,0,33,6,3,76,1,7,5,14,0,0,6,3,2,7,7,4,4,5,0,0
"['100', '0100110', '0000110', '1001', '0101']",1,5,15,10,4,25,6.5811688311688314,29,28,0,4,38,6,9,5,0,0,0,0,0,3,7,7,4,4,0,0,0,0,0
"['1011000', '0001111', '100111']",1,3,9,11,2,20,1.8131868131868132,11,11,0,88,15,39,0,0,0,0,0,0,0,7,7,6,0,0,0,0,0,0,0
"['00', '1000', '0111110', '1001110']",1,4,10,10,2,20,3.3607503607503606,23,21,0,0,8,62,78,0,0,0,0,0,0,2,4,7,7,0,0,0,0,0,0
"['00', '110010', '111', '011110', '110101', '001', '0110111']",1,7,13,20,5,33,11.466666666666667,65,56,0,0,50,7,30,53,1,55,0,0,0,2,6,3,6,6,3,7,0,0,0
"['00', '0010', '00010', '11', '01110']",1,5,11,7,4,18,5.155555555555555,25,34,0,0,2,2,3,14,0,0,0,0,0,2,4,5,2,5,0,0,0,0,0
"['1100', '1', '110', '00001', '000010']",1,5,12,7,0,19,4.824170274170274,31,27,0,12,1,6,1,2,0,0,0,0,0,4,1,3,5,6,0,0,0,0,0
"['11', '1010', '10100', '1001001']",1,4,9,9,0,18,4.132034632034632,16,19,0,3,10,20,73,0,0,0,0,0,0,2,4,5,7,0,0,0,0,0,0
"['100001', '1000', '001001', '1110111']",1,4,12,11,2,23,3.3533799533799535,20,20,0,33,8,9,119,0,0,0,0,0,0,6,4,6,7,0,0,0,0,0,0
"['100110', '11101', '10110', '11']",1,4,6,12,2,18,4.079220779220779,16,20,0,38,29,22,3,0,0,0,0,0,0,6,5,5,2,0,0,0,0,0,0
"['01', '10', '11010']",1,3,4,5,2,9,1.6428571428571428,8,7,0,1,2,26,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0
"['1110000', '1000', '110']",1,3,8,6,0,14,1.8987012987012988,9,9,0,112,8,6,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0
"['0011', '1101', '1100111', '1111', '0']",1,5,6,14,3,20,4.8,31,36,0,3,13,103,15,0,0,0,0,0,0,4,4,7,4,1,0,0,0,0,0
"['1100011', '11101', '1010', '11100']",1,4,8,13,2,21,4.012121212121212,15,21,0,99,29,10,28,0,0,0,0,0,0,7,5,4,5,0,0,0,0,0,0
"['1100011', '01', '101110', '101']",1,4,7,11,0,18,3.4726495726495727,21,17,0,99,1,46,5,0,0,0,0,0,0,7,2,6,3,0,0,0,0,0,0
"['01101', '1001111', '101001', '0011010', '01000']",1,5,15,15,4,30,6.317782217782218,28,20,0,13,79,41,26,8,0,0,0,0,0,5,7,6,7,5,0,0,0,0,0
"['11', '0100', '00100']",1,3,7,4,0,11,1.507936507936508,8,8,0,3,4,4,0,0,0,0,0,0,0,2,4,5,0,0,0,0,0,0,0
"['11001', '100', '010100', '00011', '01']",1,5,12,9,2,21,5.832251082251082,29,25,0,25,4,20,3,1,0,0,0,0,0,5,3,6,5,2,0,0,0,0,0
"['11001', '100011', '01011', '000001', '01']",1,5,13,11,4,24,5.573160173160173,28,31,0,25,35,11,1,1,0,0,0,0,0,5,6,5,6,2,0,0,0,0,0
"['111', '00010', '1101101', '001', '010']",1,5,10,11,3,21,4.983333333333333,30,22,0,7,2,109,1,2,0,0,0,0,0,3,5,7,3,3,0,0,0,0,0
"['1', '000', '1101001', '11001']",1,4,8,8,0,16,2.316666666666667,22,17,0,1,0,105,25,0,0,0,0,0,0,1,3,7,5,0,0,0,0,0,0
"['100111', '11001', '001011', '11110', '01']",1,5,9,15,4,24,5.472294372294372,33,30,0,39,25,11,30,1,0,0,0,0,0,6,5,6,5,2,0,0,0,0,0
"['011', '0', '111111']",1,3,2,8,0,10,0.9444444444444444,12,6,0,3,0,63,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0
"['1', '101100', '10']",1,3,4,5,0,9,1.4523809523809523,10,7,0,1,44,2,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0
"['11', '0000000', '10', '1000101']",1,4,12,6,4,18,2.1825396825396823,27,11,0,3,0,2,69,0,0,0,0,0,0,2,7,2,7,0,0,0,0,0,0
"['100', '0000101', '10010']",1,3,10,5,0,15,1.8166666666666667,10,9,0,4,5,18,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0
"['110100', '0', '101011']",1,3,6,7,2,13,1.2380952380952381,13,5,0,52,0,43,0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,0
"['011011', '10', '00100']",1,3,7,6,0,13,1.6168831168831168,10,6,0,27,2,4,0,0,0,0,0,0,0,6,2,5,0,0,0,0,0,0,0
