label,isCode,wordsLen,ZeroLen,OneLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart,isLongueurFixe,kraftMcMilanSatisfied,WordsWithSameSizeLen
"['100', '1010', '111', '10', '01111', '000101', '11', '0', '011', '01']",0,10,13,18,31,23.209740259740258,108,113,0,0,6
"['1', '001100', '11001']",0,3,6,6,12,1.3463203463203464,12,4,0,1,0
"['0010100', '0011110', '0', '010010', '01']",0,5,14,9,23,4.786324786324786,40,37,0,1,2
"['00', '0111111', '11001', '1101', '10', '1', '11', '1011']",0,8,8,19,27,12.978932178932178,81,83,0,0,5
"['100110', '100011', '1', '01011', '0', '0100', '0111', '0001000', '100010']",0,9,23,17,40,17.805194805194805,122,87,0,0,7
"['00', '01100', '101010', '1101', '0110', '11', '0101110', '001']",0,8,16,17,33,15.793833943833944,76,71,0,1,4
"['00', '011111', '000', '0010', '0100011', '0001001', '11', '011101', '001', '010']",0,10,24,19,43,24.386219336219337,139,136,0,1,9
"['100', '101', '110110', '1101']",0,4,6,10,16,4.228571428571429,12,20,0,1,2
"['00', '10', '1', '01111', '10101', '01010', '011']",0,7,10,13,23,10.573809523809524,55,45,0,0,5
"['100', '0011000', '1', '1110', '0', '0000001', '1001', '000010', '0101']",0,9,24,13,37,16.306332556332556,127,88,0,0,7
"['101', '000', '10', '1', '0', '11', '1010101', '1111001', '101000', '1010010']",0,10,19,20,39,21.255311355311356,154,123,0,0,9
"['101', '1100', '011010', '111', '001001', '0', '00000', '011', '01110']",0,9,19,17,36,18.935209235209236,103,88,0,0,7
"['0000', '1001', '1001001', '100', '110001', '1', '11', '11110', '0111', '01']",0,10,18,20,38,22.26071706071706,135,130,0,0,5
"['1', '001', '0010111', '0010']",0,4,8,7,15,3.3344155844155843,19,17,0,1,0
"['1011011', '000', '1', '110111', '0', '01010', '11', '111011', '10000']",0,9,15,21,36,14.8993783993784,129,95,0,0,6
"['110001', '1101', '00010', '1', '1111000', '01']",0,6,12,13,25,7.6824342324342325,54,39,0,1,0
"['00', '1100', '10000', '10001', '010100', '00001', '01110']",0,7,21,11,32,12.47864357864358,55,66,0,1,4
"['010101', '100', '1010', '0110', '110111', '11', '0100', '0101']",0,8,15,18,33,18.01825396825397,65,73,0,1,6
"['00', '0', '000', '10']",0,4,7,1,8,3.533333333333333,8,22,0,0,2
"['00', '010', '0001', '01100', '1010', '1', '01']",0,7,13,8,21,11.999206349206348,46,53,0,0,4
"['10', '0110', '0', '00011', '10101', '11', '1000', '011', '10100']",0,9,16,15,31,19.585714285714285,91,89,0,0,7
"['1110011', '0000110', '1', '0', '11', '111010', '0110111']",0,7,12,19,31,7.989010989010989,87,56,0,0,5
"['11000', '0001110', '000', '1', '0', '11100', '11010']",0,7,15,12,27,9.416666666666666,71,61,0,0,5
"['0', '001', '01', '010']",0,4,6,3,9,3.9333333333333336,9,16,0,1,2
"['010', '1001001', '0010', '11', '010001', '101000', '01110']",0,7,19,14,33,12.497841047841048,62,50,0,1,2
"['1011011', '000', '1', '110', '0', '001011', '1001', '001', '10000']",0,9,18,15,33,16.953984903984903,110,91,0,0,5
"['00', '100', '100110', '10110', '000000', '0001101', '10', '0', '11', '01']",0,10,22,14,36,21.703374403374404,139,118,0,0,6
"['111000', '11001', '00010', '1', '0', '00000', '0110000', '01']",0,8,21,11,32,12.581857031857032,96,77,0,0,5
"['0111000', '1010', '1', '11', '11110']",0,5,7,12,19,4.989105339105339,33,21,0,1,0
"['00', '1001101', '001', '011000', '011', '10100', '01110']",0,7,17,14,31,12.151676101676102,63,59,0,1,4
"['0000110', '10', '1110111', '01011', '01', '1010100', '10000']",0,7,18,17,35,10.352380952380951,78,52,0,1,7
"['00', '1101000', '1', '110111', '0100101', '00000', '100000', '011', '01']",0,9,23,16,39,15.811971361971361,133,101,0,0,6
"['00', '1100', '10', '1', '10111', '11100', '0111010']",0,7,11,15,26,10.866161616161616,64,51,0,0,4
"['00', '0110010', '00111', '1', '0000101', '0', '1001', '010', '10011']",0,9,20,15,35,18.079076479076477,119,79,0,0,6
"['10', '1', '1001000', '110', '00000', '011']",0,6,13,8,21,6.313492063492063,49,35,0,0,2
"['000100', '0000', '101', '0101101', '1010', '10010', '0', '01', '11010']",0,9,22,15,37,20.478227328227327,101,94,0,0,4
"['00', '1111110', '1', '1111', '0']",0,5,4,11,15,2.5161616161616163,36,22,0,0,2
"['00', '0011', '1010', '10', '1', '11110']",0,6,8,10,18,6.879365079365079,37,35,0,0,4
"['00', '1110011', '1100101', '000', '10', '1', '1000', '01']",0,8,15,13,28,13.653679653679653,87,66,0,0,5
"['100110', '10', '1', '00001', '010', '10011']",0,6,12,10,22,7.7751803751803745,43,37,0,1,2
"['1110101', '111', '111110', '1', '0', '11', '1000110', '101011']",0,8,10,23,33,11.783516483516484,102,93,0,0,6
"['000', '10', '1111', '0', '0100', '1000', '0101100', '11010']",0,8,17,13,30,13.347474747474747,80,78,0,0,3
"['100', '0011011', '10', '1', '110011', '1011']",0,6,9,14,23,8.294244644244644,47,49,0,1,0
"['0001', '1001011', '10', '11111', '01111', '1', '0110', '11', '0', '01']",0,10,12,21,33,20.173448773448772,132,112,0,0,9
"['100111', '011011', '10', '11', '0', '001', '100010']",0,7,12,14,26,9.934920634920635,67,50,0,0,5
"['101', '1011011', '0010', '00010', '1', '0', '01010', '11', '010']",0,9,16,15,31,17.49935064935065,100,84,0,0,6
"['0011', '101', '0001101', '011010', '111', '10', '1']",0,7,11,15,26,11.519519369519369,62,49,0,0,2
"['00', '01100', '10', '11', '001', '101000']",0,6,12,8,20,7.486002886002886,39,38,0,1,3
"['00', '100', '10110', '011010', '10', '0001001', '1', '0110', '11']",0,9,17,15,32,19.315096015096014,103,87,0,0,3
"['10001', '00', '000']",0,3,8,2,10,2.1214285714285714,6,8,0,1,0
"['00', '0000', '101', '11', '010', '11010']",0,6,11,8,19,7.677777777777778,34,34,0,1,4
"['1', '11', '10']",0,3,1,4,5,1.8333333333333333,3,8,0,1,2
"['01100', '101100', '0010', '111', '110111', '111011', '01010', '010000', '0101110', '01']",0,10,23,27,50,26.06042846042846,136,130,0,1,6
"['011111', '01100', '111', '000', '1111', '001']",0,6,9,15,24,6.766089466089466,42,51,0,1,3
"['00', '0110010', '1001001', '0001', '0010010', '011010', '10', '00001', '00101', '011']",0,10,30,18,48,26.30182595182595,130,140,0,1,7
"['1', '110', '001001', '0', '00101', '01']",0,6,10,8,18,6.8963924963924965,42,34,0,0,2
"['1111111', '10', '0', '00011', '0101010', '01000', '011', '0011101']",0,8,17,20,37,12.723015873015873,109,71,0,1,5
"['101', '0110', '11111', '1', '101000', '0', '001', '01', '101011']",0,9,13,18,31,16.982034632034633,105,84,0,0,6
"['1110100', '0010100', '1011111', '111', '1010', '10010', '1001111', '1', '11', '0']",0,10,17,27,44,21.36926406926407,167,137,0,0,6
"['10', '0110', '1110', '11101', '0', '01010', '1111', '101110', '010001', '1011']",0,10,16,25,41,25.713780663780664,117,123,0,0,8
"['00110', '0001100', '1010', '1', '010100', '0', '11100']",0,7,17,12,29,9.843689643689643,69,60,0,0,4
"['0101001', '110001', '111001', '0010000', '11101', '11', '00000', '1000', '01']",0,9,25,19,44,18.676423576423577,117,111,0,1,8
"['00', '000', '0', '11', '010000', '1001', '01000', '10100']",0,8,20,8,28,14.26017316017316,74,87,0,0,4
"['1111101', '100', '110', '1110', '0', '00000', '11110', '1001', '01', '00100']",0,10,19,20,39,22.494949494949495,135,117,0,0,7
"['0000', '0011111', '110', '1110', '0', '100100', '011', '0110111']",0,8,16,19,35,13.246814296814296,99,80,0,1,6
"['101', '011', '1001010', '111', '1111', '0', '0100', '1000', '001']",0,9,15,17,32,17.684848484848484,94,89,0,0,7
"['1000', '1', '1001000', '0', '0100', '01000', '011', '0101100', '101011']",0,9,23,15,38,18.342263292263294,117,104,0,0,6
"['1010001', '110010', '10000', '1010', '1', '0', '0111', '001', '01', '10011']",0,10,20,18,38,23.33075258075258,134,110,0,0,6
"['11000', '0110010', '110101', '101010', '0', '00011', '111011', '11', '1100011', '001']",0,10,22,26,48,24.341053391053393,146,138,0,1,7
"['00', '011100', '1', '110111', '0', '101111', '11', '010001', '11100']",0,9,14,21,35,15.307359307359306,126,91,0,0,8
"['0011', '11001', '10010', '000111', '1111', '0', '001100', '0010111', '1000', '01']",0,10,22,22,44,24.279009879009877,142,128,0,0,7
"['0001', '110001', '101', '0010100', '10', '100011', '0010000', '110', '0', '0100']",0,10,27,16,43,24.935564435564434,144,115,0,0,8
"['0000', '1101', '110', '10']",0,4,7,6,13,3.1928571428571426,13,13,0,1,2
"['1110100', '1001011', '111110', '00010', '1', '001011', '00101', '01', '1011']",0,9,19,24,43,18.713103563103562,123,103,0,1,6
"['00', '0010', '11111', '01111', '110', '1111011', '0', '00101']",0,8,12,20,32,13.01998556998557,90,83,0,0,3
"['101', '1', '110', '0', '001']",0,5,5,6,11,4.666666666666667,19,19,0,0,5
"['100', '0001', '000', '11111', '11', '010', '10000']",0,7,14,11,25,9.579365079365079,56,58,0,1,5
"['00', '1010001', '0111000', '0001', '1101', '1', '0110', '101110', '010']",0,9,20,18,38,19.08916083916084,114,87,0,0,5
"['001010', '0110', '0111101', '11', '0', '00001', '1000', '1100010']",0,8,20,16,36,13.316050616050616,99,69,0,1,4
"['011010', '000000', '001000', '0010001', '1', '010111', '0', '1011101', '01110']",0,9,26,19,45,16.206626706626707,134,94,0,0,8
"['100', '011010', '11100', '1', '01111', '0011010', '10101', '000001', '010']",0,9,21,20,41,19.20099345099345,115,92,0,1,7
"['0000', '110110', '101010', '0110', '1', '0', '01', '00111']",0,8,15,14,29,12.64963924963925,86,65,0,0,6
"['0000', '1001010', '10010', '0011100', '1', '0', '11', '111011']",0,8,17,16,33,11.124420024420024,106,64,0,0,4
"['00110', '111000', '000', '10', '0', '0111', '01001', '001']",0,8,17,12,29,14.804401154401154,77,80,0,0,4
"['0000', '1111000', '100', '000', '111001', '1', '010100', '0101010']",0,8,22,15,37,14.522788322788323,93,88,0,1,6
"['0001', '001', '10', '01011', '0101', '01']",0,6,11,9,20,8.938095238095238,28,43,0,1,4
"['00110', '00', '0011', '1011000', '000', '111110', '10111', '11110', '001', '10000']",0,10,23,22,45,24.450666000666,131,156,0,1,6
"['00', '00110', '010101', '0001', '10', '11101', '0', '1000', '001', '010']",0,10,21,14,35,25.413203463203462,112,124,0,0,8
"['00', '1001011', '1', '110111', '0100', '1000', '00111']",0,7,14,15,29,10.30970695970696,70,56,0,1,2
"['00', '010', '111000', '101', '101010', '11101', '0', '11', '10001', '1011101']",0,10,18,22,40,23.91109446109446,135,117,0,0,8
"['01100', '001000', '10', '01111', '01', '0', '111101', '010', '10011']",0,9,17,18,35,18.914790764790766,111,87,0,0,7
"['000', '0', '10101', '01010', '01']",0,5,10,6,16,5.4261904761904765,26,22,0,1,2
"['000', '1101', '11111', '1', '0', '1011', '101011']",0,7,8,16,24,7.645382395382395,64,57,0,0,4
"['00', '0011', '1010', '0000110', '1101', '0110', '1', '1111', '01', '1010010']",0,10,19,20,39,23.31024531024531,135,108,0,0,9
"['011111', '110', '1000', '01', '01110']",0,5,8,12,20,4.942352092352092,30,28,0,1,0
"['100', '000', '000110', '0110', '11101', '0000001', '001']",0,7,20,11,31,11.666539016539016,64,68,0,1,3
"['0000', '100110', '101100', '1', '0', '011', '01']",0,7,13,10,23,9.461904761904762,63,44,0,0,4
"['00', '10011', '11001', '111', '110000', '1001111', '1', '11', '0001010', '1010010']",0,10,21,24,45,22.858563658563657,159,142,0,0,7
"['00', '0011', '1100101', '000', '0000010', '0110100', '001', '0101100']",0,8,26,14,40,16.256565656565655,94,107,0,1,6
"['111', '10', '1', '110', '1000', '10100']",0,6,8,10,18,8.028571428571428,32,39,0,0,2
"['100001', '0001011', '10110', '1', '1111', '0', '11', '1000', '0101', '0101100']",0,10,20,21,41,20.46891441891442,154,109,0,0,7
"['101', '1', '110', '11', '01010', '011', '01']",0,7,7,12,19,13.209523809523809,38,52,0,0,5
"['00001', '1100', '0', '11100']",0,4,9,6,15,2.8,19,18,0,1,2
"['00', '000100', '101', '0100111', '1000100', '1110', '001']",0,7,19,13,32,11.376123876123875,69,61,0,1,4
"['1', '101011', '01', '100']",0,4,5,7,12,3.019047619047619,17,15,0,1,0
"['1010001', '1011', '101010', '10', '010011', '110011', '001', '1100010', '01110']",0,9,22,24,46,21.88111888111888,106,108,0,1,5
"['1', '1111', '0', '11011', '110101', '1000']",0,6,7,14,21,6.330519480519481,45,44,0,0,4
"['1010001', '111', '111110', '11111', '1101010', '11110', '1000', '1011']",0,8,13,28,41,16.09015429015429,76,124,0,1,6
"['100', '10000', '111', '00111', '0', '1000', '101011']",0,7,14,13,27,10.295743145743145,62,64,0,1,4
"['0111110', '0100000', '111000', '1001011', '110', '1110', '11']",0,7,16,20,36,11.388000888000889,76,64,0,1,3
"['1', '00', '0110101', '0']",0,4,6,5,11,1.6111111111111112,21,10,0,0,2
"['0011', '1010', '0011111', '101001', '0110', '11', '01', '00100']",0,8,16,18,34,16.12120657120657,80,72,0,1,5
"['111111', '11111', '1', '1110', '0', '1111', '0100', '01000']",0,8,9,21,30,11.00995670995671,89,106,0,0,7
"['111110', '111001', '1101', '1', '1000100', '1010110', '11110', '000010', '01', '100010']",0,10,23,27,50,23.446547896547898,151,129,0,1,6
"['111', '10', '011110', '11', '0', '0111', '011', '11100']",0,8,8,18,26,15.386796536796536,67,84,0,0,4
"['00', '110100', '10', '001100', '0110000', '000010', '001']",0,7,22,10,32,11.753846153846155,71,85,0,1,5
"['00010', '1', '110', '1101110', '001', '1011', '0010001']",0,7,15,15,30,10.271933621933622,75,54,0,1,4
"['00', '000', '11100', '01010', '00011', '0100', '010', '1011']",0,8,19,12,31,16.894444444444446,65,100,0,1,7
"['100', '0001', '10110', '10', '0', '1010011', '0100']",0,7,15,11,26,11.876767676767676,58,52,0,0,2
"['0011', '1000001', '101', '111001', '0', '11']",0,6,11,12,23,7.445759795759796,50,44,0,1,0
"['00', '0001', '100', '001', '011', '10', '1', '0101']",0,8,13,9,22,15.566666666666666,50,69,0,0,7
"['111', '10', '1', '01010', '010010', '001']",0,6,10,10,20,7.51067821067821,40,32,0,0,2
"['101', '000101', '1110', '0', '001100', '00001', '011', '010', '10100', '00100']",0,10,25,16,41,24.97308802308802,121,128,0,0,8
"['010110', '011100', '111100', '101100', '110111', '11', '01', '01110']",0,8,15,24,39,17.377705627705627,80,82,0,1,7
"['0100000', '100110', '000101', '0', '00011', '1000110', '01001', '0101', '01', '001110']",0,10,30,19,49,26.646608946608946,145,134,0,1,7
"['110110', '011111', '1100', '1', '01011', '11', '0', '000010', '1011']",0,9,14,21,35,16.02056277056277,117,94,0,0,7
"['100001', '100', '101', '1101', '100101', '0011111', '1', '1000111', '0', '10101']",0,10,19,24,43,23.995038295038295,147,163,0,0,8
"['00', '000010', '000000', '110', '1111', '0', '1111001', '100000', '0000011']",0,9,27,15,42,15.953180153180153,141,126,0,1,5
"['011001', '000', '1', '11', '10100']",0,5,9,8,17,4.028860028860029,31,20,0,1,0
"['11000', '001010', '10', '10010', '110000', '0', '0000001', '1011']",0,8,23,13,36,14.513936063936065,95,77,0,1,4
"['1', '1011010', '001', '11']",0,4,5,8,13,2.661111111111111,20,14,0,1,0
"['1100', '000', '10', '1', '11011', '0', '11101', '0101011']",0,8,12,16,28,12.622366522366523,86,66,0,0,4
"['00', '100', '000010', '1110111', '0', '11', '1001', '01000', '01', '1001110']",0,10,21,18,39,21.706338106338105,149,108,0,0,5
"['00', '1000', '0', '1']",0,4,6,2,8,2.1333333333333333,12,12,0,0,2
"['00', '0101001', '0011', '1011110', '111', '000', '1101', '000101', '010', '1010100']",0,10,24,22,46,24.065756465756465,140,121,0,1,8
"['101', '0011011', '10', '1', '0111', '1000', '101000', '10011']",0,8,15,17,32,15.040831390831391,87,83,0,0,2
"['1', '0', '10110', '010']",0,4,5,5,10,2.1666666666666665,15,11,0,0,2
"['0101001', '0010', '0111001', '0100', '0111', '01001', '00100']",0,7,21,15,36,15.018253968253967,48,83,0,1,7
"['011001', '1011000', '1101', '10010', '1111', '0', '11010']",0,7,14,18,32,11.685248085248086,63,51,0,1,4
"['10', '1', '00000', '00011', '000011', '0000100']",0,6,19,7,26,7.307181707181707,51,60,0,1,2
"['00110', '0011', '100', '1010', '111001', '000110', '010011', '0', '001111']",0,9,21,20,41,20.89163059163059,111,104,0,1,6
"['011011', '1100', '10110', '111', '1', '0011010', '1010000']",0,7,15,18,33,11.34115884115884,71,51,0,1,2
"['0000111', '010', '1101', '11101', '0111', '001', '0010011', '11010']",0,8,17,21,38,16.365079365079364,84,87,0,1,8
"['0001', '0', '1']",0,3,4,2,6,0.8,7,4,0,0,2
"['00', '0011000', '1100', '1010', '11', '0100', '1111001']",0,7,16,14,30,12.084054834054834,64,57,0,1,7
"['010010', '000', '10', '101000', '0', '0000001', '00001', '011', '01']",0,9,25,10,35,18.555999555999556,113,108,0,0,6
"['101', '111', '1', '011110', '001111']",0,5,5,14,19,5.2936507936507935,31,24,0,1,4
"['00', '101', '10', '1001111', '01000', '10111', '00001', '000010']",0,8,20,15,35,14.753529803529803,89,75,0,1,5
"['0000', '010', '0011', '101', '000', '1101100', '110', '0', '11100']",0,9,19,14,33,18.583694083694084,98,109,0,0,6
"['01', '001', '0', '10']",0,4,5,3,8,3.533333333333333,9,13,0,0,2
"['0001', '000000', '111', '0100100', '0', '1001', '011']",0,7,18,10,28,9.544533244533245,68,50,0,1,4
"['00', '101', '0011011', '00010', '01011', '01111', '100101', '0', '010001']",0,9,21,19,40,19.941880341880342,111,87,0,0,5
"['111000', '000', '000000', '10', '0001001', '0110', '1111', '11', '0', '001']",0,10,23,15,38,19.317637917637917,148,133,0,0,8
"['1110100', '000110', '11', '01010', '0100', '0', '1011']",0,7,15,14,29,10.368681318681318,68,53,0,1,2
"['100', '1111110', '1', '11', '11110', '00101']",0,6,7,16,23,7.037301587301587,52,44,0,1,2
"['00', '0111000', '0010', '111001', '1', '000101', '100010', '0010001']",0,8,24,15,39,14.845865245865246,101,76,0,1,5
"['000100', '110100', '000', '001010', '10', '11101']",0,6,17,11,28,8.302236652236653,46,49,0,1,3
"['00', '101', '111', '10', '0', '110011', '01000', '001', '10100']",0,9,16,14,30,18.610822510822512,93,84,0,0,7
"['1', '00101', '0']",0,3,4,3,7,0.6666666666666666,9,4,0,0,2
"['0101001', '110110', '1010111', '0001', '101', '101010', '1', '001']",0,8,17,20,37,15.35049395049395,91,82,0,1,6
"['101', '10000', '1101111', '110000', '1', '110', '00111']",0,7,13,17,30,10.314424464424464,74,68,0,1,4
"['0111000', '100', '100000', '1', '0', '000001', '0001000', '01', '11010']",0,9,26,12,38,16.745354645354645,129,102,0,0,6
"['00', '10', '1100110', '0', '11110', '1001', '010', '1010010']",0,8,16,15,31,14.795815295815295,87,72,0,0,4
"['1', '10101', '10']",0,3,3,5,8,1.5714285714285714,8,9,0,1,0
"['110110', '111', '10', '0110', '1111', '0', '010000', '1100100', '01001', '01']",0,10,19,21,40,22.563331113331113,140,119,0,0,6
"['110110', '101', '11111', '1', '00001', '1100100']",0,6,11,16,27,7.029187479187479,54,44,0,1,2
"['1100', '000111', '1', '001001', '11', '0101010', '01001', '10100']",0,8,19,17,36,16.154961704961703,88,72,0,1,4
"['0', '0000000']",0,2,8,0,8,0.25,6,4,0,1,0
"['0001', '111', '0010101', '1', '11', '111010', '011', '10000']",0,8,14,17,31,13.873754023754023,89,82,0,0,2
"['11000', '0001', '1100101', '111100', '000', '10', '1000101', '11', '011']",0,9,20,19,39,19.28882783882784,113,109,0,1,6
"['1001010', '1100110', '1', '01111', '000110', '010100', '1010011', '011', '01', '10000']",0,10,25,24,49,24.565651015651014,154,114,0,1,7
"['01100', '10', '1', '01000', '010', '01110']",0,6,12,9,21,9.130952380952381,35,46,0,1,3
"['00', '1100111', '1', '0', '011', '01']",0,6,7,9,16,6.688888888888889,40,29,0,0,4
"['101', '101010', '1', '011000', '0']",0,5,9,8,17,3.9206349206349205,35,18,0,0,4
"['00', '1111101', '011100', '0001', '1101000', '111', '1', '1111', '01', '10100']",0,10,17,24,41,21.04382839382839,151,131,0,0,6
"['00', '1100', '10110', '0010101', '110', '1111', '0', '011101', '0101', '01']",0,10,17,21,38,23.440925740925742,127,114,0,0,5
"['010110', '011111', '1', '001001', '0']",0,5,9,11,20,3.380952380952381,39,19,0,0,5
"['00', '10', '1', '101111', '010']",0,5,6,8,14,4.746825396825397,26,18,0,0,2
"['1100', '11100', '0101', '01', '00111']",0,5,9,11,20,5.401587301587301,28,31,0,1,4
"['01101', '000110', '1', '1011001', '11', '01', '1100010']",0,7,14,16,30,11.199189699189699,77,49,0,0,4
"['101', '000', '1', '101001', '0', '010000', '0010111', '01', '10000']",0,9,21,13,34,16.776706626706627,118,90,0,0,6
"['0111111', '0010100', '101', '11011', '0', '010100', '100000']",0,7,18,17,35,9.603535353535353,81,51,0,1,4
"['00', '0000', '0100111', '011000', '0', '1000']",0,6,17,7,24,7.9546342546342546,48,62,0,1,2
"['00', '01101', '01010', '001', '01', '1010010']",0,6,14,10,24,8.841269841269842,40,42,0,1,4
"['1111000', '111000', '1010', '111001', '010100', '1110', '0', '1001', '1011']",0,9,19,23,42,20.513320013320012,104,103,0,1,7
"['00110', '00', '10', '1001000', '1000111', '0', '1111011', '0100', '11010']",0,9,21,19,40,18.299062049062048,131,92,0,0,7
"['1101', '1100111', '1', '01', '0', '00011', '0001010', '0100010']",0,8,18,16,34,13.157864357864357,104,63,0,0,5
"['10', '0110', '11', '0100', '01']",0,5,7,7,14,5.916666666666666,18,22,0,1,5
"['00', '0001', '1111100', '101000', '11', '0', '010', '11010']",0,8,16,14,30,13.472960372960372,89,73,0,0,2
"['00110', '011011', '10', '000101', '1111', '1001', '01']",0,7,13,16,29,11.575180375180375,62,49,0,1,6
"['1010010', '111110', '10', '01011', '0100', '0101011', '010', '0000100']",0,8,22,19,41,16.115356865356866,93,93,0,1,3
"['0000', '111', '0100111', '10', '0', '010']",0,6,11,9,20,6.262842712842713,46,37,0,0,2
"['10', '100101', '1', '0110100', '11100', '10011']",0,6,12,14,26,7.639099789099789,52,38,0,1,2
"['100111', '0001', '1100', '0101101', '1010', '000101', '0', '10001', '1000', '01']",0,10,24,19,43,25.187573537573538,130,123,0,0,6
"['00', '0', '0100', '0110001', '01000']",0,5,14,5,19,5.782034632034632,30,42,0,1,0
"['1010010', '10110', '1100', '0010', '10', '1101', '110', '0', '100100', '0010001']",0,10,24,19,43,26.185503385503385,133,124,0,0,5
"['01100', '100110', '10010', '1', '11011', '0', '0110000', '0101', '01']",0,9,19,17,36,18.454634254634254,117,83,0,0,5
"['0000', '01101', '1001', '100011', '1110', '101111', '0101110', '111010', '001110', '011']",0,10,22,29,51,26.83043623043623,130,123,0,1,7
"['0011', '011011', '1111100', '10', '0001001', '1', '110101', '11110', '001', '00111']",0,10,19,27,46,23.02096792096792,153,131,0,0,6
"['101', '110101', '001010', '10', '1', '1100011', '1001', '100100', '01', '00100']",0,10,22,20,42,26.72027417027417,137,121,0,0,5
"['11000', '00', '000100', '1111110', '000', '0011011', '10010', '01111', '1111011']",0,9,22,25,47,18.525069375069375,131,126,0,1,6
"['01110', '101', '10110', '111', '1101', '0100011', '0', '1100001', '001', '00100']",0,10,21,22,43,24.16868686868687,139,110,0,0,8
"['00', '0000', '1101', '11', '101111', '11110', '001']",0,7,11,15,26,8.977272727272727,63,58,0,1,4
"['00', '0000', '0001', '0', '00000', '11100']",0,6,17,4,21,8.203968253968254,39,79,0,1,4
"['0011', '100', '0001011', '101', '111', '000', '1', '0', '1100001']",0,9,17,15,32,15.996536796536796,112,93,0,0,8
"['1111101', '0101000', '01100', '1100', '101', '10', '100011', '0', '01', '1101001']",0,10,21,23,44,24.337090687090686,153,109,0,0,5
"['011111', '0100110', '1', '110', '11100', '001111', '10000']",0,7,14,19,33,10.040270840270841,76,56,0,1,4
"['01101', '000', '0011111', '0', '0111011', '00001', '0101', '10011']",0,8,18,19,37,14.751298701298701,91,73,0,1,5
"['00110', '1010111', '0100110', '0', '1001']",0,5,12,12,24,5.568831168831169,36,21,0,1,2
"['100', '0', '10']",0,3,4,2,6,1.9666666666666668,4,7,0,1,0
"['00', '0010', '1110001', '01111', '1111', '00101', '1000']",0,7,15,16,31,11.207142857142857,64,62,0,1,5
"['1', '1100', '001']",0,3,4,4,8,1.4714285714285715,8,7,0,1,0
"['01101', '100', '111', '1010', '10', '000', '0110', '1', '0101111', '1111']",0,10,14,22,36,22.946753246753246,120,117,0,0,6
"['000', '110000', '10', '1', '11011', '11', '1001', '00111']",0,8,13,15,28,13.3495670995671,83,82,0,0,4
"['00', '1100101', '1011111', '101', '1', '1111', '0001010', '011101', '01110']",0,9,16,26,42,17.98838383838384,128,92,0,0,3
"['100', '111', '0', '0101011', '01000']",0,5,10,9,19,4.083333333333333,34,23,0,1,2
"['0001101', '1010', '1', '11', '0', '1110000', '0111', '01', '010001']",0,9,17,17,34,16.759484959484958,127,84,0,0,8
"['11010', '1', '110', '00000', '011', '0000100']",0,6,15,9,24,6.533333333333333,53,41,0,1,4
"['11000', '0000', '1', '0', '1000010', '010001', '011']",0,7,18,9,27,9.147585747585747,72,46,0,0,2
"['0110110', '10', '1110', '0110000', '001101', '10100', '101011']",0,7,18,19,37,12.264735264735265,69,56,0,1,4
"['0101', '000', '1101', '11011', '0', '11', '11110', '0111', '001']",0,9,12,19,31,18.03333333333333,87,97,0,0,7
"['00', '110110', '1101000', '000', '111', '000110', '111101', '11010']",0,8,18,20,38,15.321622821622821,88,98,0,1,5
"['0000', '111111', '100', '111', '10', '011000', '0101', '010', '11010']",0,9,17,19,36,18.753679653679654,100,96,0,1,7
"['101', '1001101', '1000000', '000111', '11', '01010', '0']",0,7,17,14,31,9.865906315906315,79,48,0,1,2
"['10', '110', '1110', '11', '101110', '00001', '000010', '11010']",0,8,16,17,33,15.233549783549783,80,89,0,1,6
"['011001', '1110101', '101', '000', '1000101', '0100100', '001100', '00000', '101111', '010']",0,10,30,23,53,25.357342657342656,146,125,0,1,9
"['011100', '111', '1101', '1', '0011110', '0', '10001', '11110', '01', '1011']",0,10,14,24,38,22.57889887889888,138,107,0,0,6
"['0000', '110001', '000', '10', '00010', '1110110', '0', '1000', '01']",0,9,22,12,34,19.489049839049837,106,108,0,0,4
"['100', '1010', '101100', '1', '100101', '0', '11', '11100']",0,8,13,15,28,13.875974025974026,78,73,0,0,4
"['00', '0011', '1110101', '1', '01', '0', '0101010', '000010', '0010011', '1011']",0,10,22,19,41,21.45989010989011,157,108,0,0,9
"['1001', '0001110', '0110', '1', '0111', '01']",0,6,10,12,22,8.311111111111112,44,33,0,1,3
"['00', '1000001', '1101000', '01011', '1', '1000', '011', '100010']",0,8,21,14,35,13.526678876678877,98,75,0,1,2
"['11000', '1111010', '0011', '1', '110', '001100', '1100001', '01', '0111010']",0,9,20,22,42,19.502453102453103,129,99,0,0,3
"['111', '1', '110111', '010100', '1111']",0,5,5,15,20,4.93968253968254,32,44,0,1,2
"['000', '01', '001', '0']",0,4,7,2,9,3.533333333333333,9,17,0,1,2
"['00', '110110', '0100110', '1101', '100011', '11111', '1001111', '10', '01']",0,9,16,25,41,18.75727605727606,120,101,0,1,7
"['1010001', '101', '0101101', '0100110', '1100', '10', '1', '101000', '11', '01']",0,10,20,21,41,25.252064602064603,147,121,0,0,6
"['0000', '101', '111', '000110', '1', '110', '11011', '10111', '1011']",0,9,13,21,34,18.992496392496392,94,117,0,0,7
"['00', '111', '0011100', '1', '010001', '001', '010', '1011']",0,8,15,14,29,13.545881895881896,83,65,0,0,3
