label,isCode,wordsLen,ZeroLen,OneLen,WordsWithSameSizeLen,TotalWordsSize,TotalDiffRatio,TotalDistancedeLevenshtein,TotalSimilarityendstart
"['11010', '101', '01111', '010010', '00', '0111', '011010', '0011100']",0,8,18,20,4,38,16.817732267732268,81,86
"['0', '01', '1', '0111', '000', '011111']",0,6,7,10,2,17,6.079365079365079,42,35
"['0101111', '1', '00111', '101', '0111']",0,5,6,14,0,20,5.604256854256854,30,30
"['0010', '1', '101101', '0001', '1111', '00', '111110', '0111', '0110011']",0,9,15,23,6,38,17.307248307248308,115,93
"['01', '11010', '1', '100001', '0011', '101', '1111000', '100000', '000000', '000']",0,10,27,16,5,43,21.796203796203795,151,134
"['0', '01', '1', '100', '00']",0,5,6,3,4,9,4.7,14,20
"['0', '1', '011100', '1010100', '01111', '10000', '0011111', '0000', '1011', '1001011']",0,10,23,24,9,47,19.85906870906871,168,124
"['0', '101', '1001', '1111', '00', '10', '11111', '000111']",0,8,10,17,4,27,12.873232323232322,79,80
"['011', '11', '101', '00', '0100100', '000010', '1100', '001011']",0,8,19,14,6,33,15.000704850704851,87,78
"['0', '100001', '111', '00111', '0110', '100101', '000010', '1110110', '001001', '1110']",0,10,24,24,6,48,23.799206349206347,146,123
"['1101001', '0', '01', '111100', '1', '111', '00001', '10', '000', '0101']",0,10,17,17,6,34,19.423681873681872,138,108
"['0', '01101', '1', '00', '10', '1110']",0,6,7,8,4,15,6.776190476190476,34,29
"['0', '1', '111010', '00100', '101', '01111', '00', '000001', '10']",0,9,17,14,8,31,15.666738816738816,114,81
"['111', '00000', '0011', '010101', '10', '000', '11111', '0100011', '0100']",0,9,21,18,6,39,16.752780552780553,110,111
"['111', '001000', '11', '100', '0101011', '110100']",0,6,13,14,4,27,7.847435897435897,50,47
"['010100', '11011', '101', '0000000', '1000111', '00', '10010', '0111101']",0,8,23,19,5,42,14.185048285048286,103,67
"['000110', '1', '101', '1011', '0101']",0,5,8,10,2,18,5.694444444444445,27,24
"['0', '11', '0001', '00', '1100', '111101']",0,6,9,10,4,19,6.335714285714285,44,37
"['0000100', '111', '0011', '1100100', '1010', '000', '1101', '0100']",0,8,21,15,8,36,15.409090909090908,82,90
"['1111', '00', '111', '00001']",0,4,6,8,0,14,1.9007936507936507,19,20
"['0', '1011010', '00101', '100', '00', '0000111', '0011100']",0,7,19,13,3,32,10.888095238095238,81,70
"['0', '00', '100', '000']",0,4,8,1,2,9,3.9333333333333336,8,26
"['1', '0110', '1111010', '10010', '100111', '1110100', '11100']",0,7,14,21,4,35,11.362903762903763,72,62
"['010100', '01', '1', '00101', '110001', '0001111', '1101', '110101']",0,8,17,20,3,37,15.29178044178044,93,88
"['0010001', '001', '00000', '101', '10001', '10']",0,6,17,8,4,25,8.351587301587301,41,48
"['1', '00111', '0011', '0010101', '00', '000', '01001', '000100', '0100']",0,9,24,13,4,37,19.8512654012654,101,131
"['0', '101010', '1100010', '00', '1010', '1100111']",0,6,14,13,2,27,7.925718725718726,54,42
"['01', '11', '01000', '00', '10', '0101100', '0000', '1001011']",0,8,19,12,6,31,13.012265512265511,91,76
"['0', '11110', '111', '00000', '00111', '11', '1010101', '00', '0111111']",0,9,15,22,7,37,14.565079365079365,131,103
"['01', '00001', '10101', '00', '1100']",0,5,11,7,4,18,5.296825396825397,25,26
"['010100', '1', '011', '001101', '111', '00100', '00', '10', '110', '1111111']",0,10,16,22,7,38,21.03099123099123,145,119
"['0', '1', '0000100', '101', '10110', '1111', '10', '000111', '110']",0,9,15,17,4,32,16.556149406149405,115,86
"['010001', '0000100', '111', '0000001', '011101', '00', '010101', '0100']",0,8,26,15,5,41,14.767832167832168,91,92
"['0', '010001', '1', '00111', '1111', '11100', '0000', '1011', '00010', '110']",0,10,19,19,8,38,19.45151515151515,137,115
"['0', '110010', '111', '00111', '011110', '00010']",0,6,12,14,4,26,7.216883116883117,49,43
"['0010', '010', '011', '11', '100', '11101', '000010', '0100']",0,8,17,13,5,30,15.498556998556998,71,77
"['0', '100110', '010', '1']",0,4,6,5,2,11,2.015873015873016,18,11
"['0', '1', '0011', '00', '1110']",0,5,6,6,4,12,3.7666666666666666,24,21
"['0010', '01', '1', '00011', '10001', '0001100', '00', '111111', '10']",0,9,18,16,5,34,17.007475857475857,120,87
"['0', '11', '10111', '110100', '00', '1011', '1001111', '1111011']",0,8,11,23,4,34,13.235653235653235,98,97
"['1000101', '11', '011011', '0001', '10001', '10100', '1000']",0,7,18,15,4,33,12.105211455211455,60,72
"['0', '110110', '01001', '1']",0,4,6,7,2,13,1.7835497835497836,22,10
"['0', '01', '111', '001101', '101011', '1001', '10']",0,7,10,14,4,24,10.687301587301587,60,50
"['0', '000110', '11', '0000000', '00']",0,5,14,4,2,18,3.262210012210012,39,34
"['1', '0000100', '101', '00110', '011001', '0101', '110', '101111']",0,8,17,18,4,35,15.285703185703186,93,64
"['1', '111', '11', '101', '1010', '110111', '000', '11111', '10', '110']",0,10,9,23,6,32,23.14307359307359,106,156
"['0', '101101', '0011', '0110', '110100', '10011', '00010', '1111111']",0,8,16,22,6,38,13.675818625818625,96,66
"['11001', '1011010', '1', '111', '011', '101101', '011111', '00010']",0,8,13,23,6,36,15.15989010989011,89,81
"['1', '011', '1110000', '1001010', '1001', '1101110', '1010', '0111', '1000011', '111001']",0,10,22,28,7,50,25.4500888000888,159,143
"['0', '1011010', '010000', '1', '111', '11', '101011', '101', '000']",0,9,15,17,7,32,14.36978021978022,118,86
"['0', '11011', '1', '00101', '00011', '1100010', '100', '1100100', '01010', '110']",0,10,22,20,10,42,23.09047619047619,145,119
"['01101', '1', '011011', '11000', '1111', '110']",0,6,8,16,2,24,8.556132756132756,41,46
"['0110101', '01', '110', '1', '010000', '1010100', '1001011', '1001001', '1100', '01110']",0,10,25,24,4,49,23.702691752691752,155,112
"['0', '1', '111', '0011', '101000', '100', '0001', '01111', '00', '10']",0,10,16,15,8,31,20.07871572871573,121,111
"['101010', '10', '11']",0,3,4,6,2,10,1.5,9,8
"['0', '111100', '0100010', '000', '110']",0,5,12,8,2,20,4.441697191697192,36,30
"['01', '01101', '0100110', '010', '00111', '1001', '10110', '1001000', '0110000']",0,9,25,20,6,45,22.53015873015873,112,102
"['0', '0101000', '1', '1110000', '10000', '010110', '10', '11111', '01000']",0,9,22,17,7,39,16.157486957486956,131,99
"['001', '100001', '1', '11000', '110001', '100010', '011101', '111110']",0,8,19,20,5,39,14.883116883116882,93,83
"['0', '1', '1000011', '0101', '1100', '01100']",0,6,12,10,4,22,6.413131313131313,51,31
"['0', '11011', '0111111', '100101', '10', '01010']",0,6,10,16,2,26,7.2502109002109005,54,31
"['0', '0010', '10001']",0,3,7,3,0,10,1.4,10,4
"['0', '11001', '0010110', '01', '1000101', '001101', '00', '010111', '10', '110']",0,10,21,20,7,41,24.156915306915305,149,109
"['0', '0001001', '1', '10110', '0011010', '10', '000010', '0111', '0100011', '1100']",0,10,25,19,7,44,21.696703296703298,163,109
"['0', '01', '010', '001', '0000100', '011100', '101', '0001100', '010101', '01100']",0,10,27,16,7,43,25.99063714063714,138,157
"['1', '1100001', '100', '010110', '001001', '110']",0,6,14,12,4,26,7.876129426129426,52,35
"['0', '11', '00100', '011110', '0010010']",0,5,12,9,0,21,4.093378843378844,38,30
"['0010001', '0', '11010', '010001', '011', '11', '1100001', '1011', '1100', '1001111']",0,10,22,24,5,46,24.48943833943834,154,140
"['1', '011', '1101111', '111', '1000', '1011', '01100']",0,7,9,18,4,27,10.924242424242424,61,66
"['11001', '0010', '01', '010', '111', '1011110', '11111']",0,7,10,19,4,29,11.295454545454545,61,56
"['0', '1', '11', '00111', '10101', '1010100', '10110', '10', '1101', '0110001']",0,10,17,22,9,39,22.152092352092353,146,116
"['0010110', '1101101', '00', '0000011', '000', '0100101']",0,6,20,13,4,33,8.492063492063492,57,48
"['0010', '001', '0110111', '111', '01111', '10', '01010', '110']",0,8,13,19,5,32,15.055772005772006,73,81
"['0', '1', '0111', '001000']",0,4,7,5,2,12,1.7714285714285714,21,10
"['0', '00010', '001', '0110111']",0,4,9,7,0,16,2.7333333333333334,22,15
"['0', '01', '1', '11', '001000', '000101', '1010', '11111']",0,8,13,14,6,27,11.573232323232324,91,60
"['010', '111', '0110001', '11', '101', '0111', '110', '1110']",0,8,10,19,6,29,17.895743145743147,61,89
"['1', '011', '0101', '101110', '01100']",0,5,8,11,0,19,5.786796536796537,27,22
"['0', '010', '1', '00100', '10101', '100101', '000', '011111', '010011']",0,9,19,17,9,36,17.50873015873016,113,79
"['0', '11011', '11', '0011', '100', '110011', '00110', '111101']",0,8,12,20,4,32,14.96147186147186,83,89
"['0', '001', '010', '101', '0110', '10100']",0,6,11,8,3,19,8.9,33,36
"['010001', '1', '001', '0111001', '1111', '1010', '10', '000', '1100']",0,9,17,17,5,34,18.004151404151404,105,86
"['0', '001', '1', '11', '100010', '00', '0000', '0100011']",0,8,17,9,4,26,11.513098013098013,85,62
"['111', '1011110', '101', '01111', '00', '100111', '0111', '01110']",0,8,11,24,4,35,17.65898545898546,71,87
"['0', '01', '0011101', '10000', '0001100', '10100', '10', '1100011']",0,8,21,15,7,36,14.016666666666666,107,69
"['0', '001', '1', '00101', '00111', '1111', '10010', '0000', '01001', '01100']",0,10,21,17,9,38,21.201587301587303,127,112
"['0', '00100', '101', '100', '01111', '0010011']",0,6,13,11,4,24,7.516666666666667,47,39
"['0', '1', '101011', '10101', '1111010', '00', '000', '00010', '1001011']",0,9,19,18,6,37,16.928721278721277,124,88
"['01', '11010', '11', '00', '100101', '0100100', '000', '1001001', '001100']",0,9,24,16,7,40,19.361871461871463,114,95
"['0', '01', '1', '0100110', '101', '0001']",0,6,10,8,2,18,7.243145743145743,42,30
"['0', '01', '1', '011', '011100', '11', '110011', '01010', '1101', '1101010']",0,10,15,22,6,37,23.78064713064713,135,120
"['1', '111', '00', '11101', '1101', '11100', '101110']",0,7,8,18,2,26,10.976767676767677,57,66
"['1011001', '1', '0000100', '11', '100', '0110', '001010', '11111']",0,8,17,18,2,35,13.682090132090131,101,62
"['1', '011', '00011', '010101', '000', '1111111']",0,6,10,15,2,25,6.276040626040626,55,39
"['0', '101100', '00011', '00001', '1011101', '10000']",0,6,17,12,3,29,7.292823842823843,53,44
"['010001', '1', '00111', '100', '0011011']",0,5,11,11,0,22,4.776040626040626,37,26
"['0', '0000']",0,2,5,0,0,5,0.4,3,4
"['0010', '01', '1', '101', '110011', '00', '1011', '0101', '111001']",0,9,14,18,7,32,20.357142857142858,93,92
"['0', '011100', '00000', '1000', '1011']",0,5,13,7,2,20,4.371572871572871,33,28
"['101100', '01', '0110111', '111', '11', '10101', '100', '0101011', '1110001']",0,9,16,26,7,42,20.062193362193362,119,120
"['0', '111', '0011', '100', '011101', '1010', '1110001', '1110']",0,8,13,19,5,32,14.967571317571318,81,73
"['0', '01', '1', '101', '100', '00', '001110', '0110010', '01000']",0,9,18,12,6,30,17.66956931956932,105,89
"['001', '0110001', '101010', '0011', '100', '00', '0111', '101110', '1110']",0,9,19,20,7,39,21.29180819180819,101,99
"['01', '010001', '1011001', '11', '100100', '100', '10100', '11101', '0100011', '110']",0,10,23,23,10,46,25.792340992340993,135,134
"['0', '01', '11', '101', '10010', '100011', '0101', '1100', '111101']",0,9,14,19,6,33,19.965584415584416,98,99
"['0', '01', '111100', '011', '11', '10', '0010010', '1100']",0,8,13,14,3,27,13.941913641913642,84,70
"['0', '01', '00101', '11', '10010', '000', '1101', '1100']",0,8,14,12,6,26,14.503968253968253,67,67
"['01', '0010', '1', '101', '0001', '110100', '1000', '001010']",0,8,18,12,5,30,15.969047619047618,75,71
"['0', '1011001', '1', '111', '101', '100', '10000', '10']",0,8,12,13,5,25,13.482539682539683,76,74
"['110000', '1', '111', '0110', '001110', '01000']",0,6,13,12,2,25,7.576695526695526,50,35
"['0111000', '0', '01', '0110100', '100111', '0101', '1001111']",0,7,16,18,3,34,11.174408924408924,84,54
"['01', '0101000', '1', '11', '10', '10011', '010011']",0,7,12,13,3,25,10.941142191142191,66,55
"['0', '1', '11', '00011', '00000', '010011', '1100', '1011111']",0,8,15,16,4,31,10.727938727938728,102,75
"['0', '010100', '11011', '001111', '011', '00101', '1100100', '1011']",0,8,17,20,4,37,15.807320457320458,88,81
"['01', '0001110', '11', '00100', '010101', '0101', '0100']",0,7,17,13,4,30,12.403335553335554,59,64
"['0001001', '01', '001', '111100', '11', '00', '1010', '010110', '110']",0,9,18,17,7,35,19.07079032079032,107,93
"['00', '0000']",0,2,6,0,0,6,0.6666666666666666,2,8
"['0', '01', '001', '111', '1011110', '101', '1100001', '101111']",0,8,12,20,5,32,14.498901098901099,92,83
"['11110', '011', '1001', '10110', '0010011', '1101110', '10']",0,7,13,20,4,33,12.541774891774892,65,62
"['0', '1000101', '111', '000011', '11']",0,5,9,10,0,19,4.0938339438339435,36,28
"['001', '11', '10111', '0110', '00', '0110001']",0,6,11,12,2,23,8.011399711399712,44,35
"['001', '1', '11000', '1111', '000']",0,5,8,8,2,16,3.88015873015873,28,27
"['0', '0100000', '010', '1', '0000100', '10010', '000', '011010']",0,8,24,9,6,33,13.18038628038628,95,98
"['0', '0110010', '1', '00111', '1001', '010011', '1010', '1000', '1101']",0,9,18,18,6,36,18.66035631035631,108,80
"['0', '1', '011', '0101110', '1011011', '0101']",0,6,9,14,4,23,6.8441558441558445,53,33
"['111', '011', '0011', '1111', '01100']",0,5,6,13,4,19,6.384920634920634,20,39
"['001', '1', '00111', '1100010', '101', '10110', '1111', '1000', '0111', '0111110']",0,10,17,26,9,43,23.702236652236653,138,121
"['0', '110010', '010', '010001', '1', '00011', '10001', '00110', '11101', '10']",0,10,21,18,8,39,23.083766233766234,137,104
"['0010', '111100', '100001', '100', '01111', '110011', '010110', '0111', '10']",0,9,19,23,6,42,19.774675324675325,109,97
"['11110', '01', '1', '011', '11', '0001', '0000', '1100111', '010011']",0,9,15,19,4,34,16.84195804195804,113,101
"['0', '1010110', '0001', '100', '100111', '10']",0,6,12,11,0,23,7.751121101121101,48,37
"['1101001', '01', '010', '011', '010110', '000']",0,6,13,11,3,24,8.472649572649573,41,40
"['0', '001', '1', '1111000', '010011']",0,5,9,9,2,18,3.5996336996336997,40,20
"['0', '01', '0010111', '11', '0001111', '1111', '10']",0,7,9,16,5,25,9.24098124098124,71,61
"['0', '010100', '0010', '01', '0101110', '00000', '010011', '110']",0,8,21,13,2,34,13.673093573093572,90,96
"['1', '10', '11']",0,3,1,4,2,5,1.8333333333333333,3,8
"['0', '110110', '01', '010', '001', '011', '10111', '0110110']",0,8,13,17,3,30,16.174159174159175,77,74
"['11011', '1', '0011', '1011100', '10', '1000011', '1101', '01110', '011000']",0,9,18,23,6,41,19.8987567987568,123,94
"['0', '1110000', '11', '1000', '010110', '1100110', '01001']",0,7,17,15,2,32,10.526751026751027,75,52
"['0', '01', '1', '011011', '1111', '100011']",0,6,7,13,4,20,5.90952380952381,49,37
"['1000100', '0010', '010', '1', '011011', '0011', '000', '1101', '1110', '0100']",0,10,22,18,7,40,24.334121434121435,124,120
"['0', '01', '10000', '0001111', '100011', '0000011', '110', '01011']",0,8,20,16,4,36,14.116816516816517,101,80
"['001101', '00001', '11', '1001000', '110011', '1010', '0101', '1100']",0,8,20,18,5,38,16.37001887001887,82,80
"['1110111', '01', '110010', '0011001', '0001', '1010', '10', '110111', '01100']",0,9,19,24,8,43,20.532312132312132,120,97
"['0', '0111100', '011100', '0001', '0111', '0000', '0100']",0,7,18,12,4,30,10.640609390609391,61,95
"['01', '0100000', '100001', '1', '11', '01111', '000']",0,7,15,11,2,26,8.894771894771894,73,48
"['1111100', '01', '1', '011', '0001', '10001', '1010100', '00', '110', '01110']",0,10,19,20,8,39,22.106637806637806,143,111
"['010', '1', '1010001', '110', '1110']",0,5,8,10,2,18,5.108874458874459,29,23
"['0', '0010', '0111010', '000010', '010011', '1011011', '11100']",0,7,19,17,4,36,10.865823065823065,74,61
"['110110', '001', '010000', '1', '011', '1000', '100011', '0110010', '0011100']",0,9,24,19,7,43,19.573093573093573,121,91
"['0', '010', '1', '100', '010101', '100101']",0,6,11,9,6,20,7.142857142857142,45,33
"['11001', '01101', '011', '11', '1101000', '1111']",0,6,9,17,2,26,9.287518037518037,43,59
"['0', '0001', '010', '100010']",0,4,10,4,0,14,3.223809523809524,17,16
"['010', '11', '010101', '1011', '1101']",0,5,7,12,2,19,6.192857142857143,23,29
"['1001', '1101100', '111111', '10011', '000', '1011', '010011', '111000']",0,8,17,24,5,41,15.886940836940838,82,99
"['0', '01', '1', '00001', '11', '101', '10001', '0111', '000', '1110110']",0,10,16,17,8,33,20.863708513708513,129,108
"['01', '1', '111', '10111', '10', '01000']",0,6,7,11,4,18,7.485714285714286,40,36
"['110', '1', '101110']",0,3,3,7,0,10,1.4523809523809523,10,8
"['1011001', '11', '0110', '0000101', '1010', '11101', '1011']",0,7,14,19,5,33,12.957070707070706,61,63
"['1', '101', '000', '110', '101111']",0,5,6,10,3,16,3.952380952380952,30,23
"['0', '0010', '010000', '0101000', '1100001', '1110001', '10011', '010110', '0111100']",0,9,29,21,6,50,19.96063936063936,125,96
"['0', '010', '0110100', '10111', '100']",0,5,10,9,2,19,5.116666666666666,34,24
"['0', '1', '1001010', '00100', '1000', '100000', '110111', '10', '0000', '110']",0,10,24,15,6,39,21.947458097458096,141,122
"['1111', '111110', '10', '11100', '01110']",0,5,6,16,2,22,6.364069264069264,25,35
"['1', '0110111', '11', '1110001', '100000', '0100']",0,6,13,14,2,27,6.51001776001776,61,38
"['11001', '0', '0010', '10', '000111']",0,5,10,8,0,18,4.985930735930736,33,21
"['01', '11110', '1', '101011', '10110', '110111', '01001', '111000']",0,8,13,23,6,36,14.472077922077922,90,80
"['11001', '0110101', '1', '011', '1101000', '1111001', '00', '000001', '1011111']",0,9,20,25,4,45,16.864868464868465,141,108
"['101100', '1', '00001', '101000', '10101', '1001', '100', '10000', '000']",0,9,24,14,7,38,20.703030303030303,92,129
"['01', '1', '1001', '0010010', '1100', '0100']",0,6,13,9,3,22,8.477777777777778,43,32
"['00111', '110', '1', '10']",0,4,4,7,0,11,3.085714285714286,15,14
"['00', '000']",0,2,5,0,0,5,0.8,1,8
"['01', '001', '0010', '1011101', '00', '111111', '001100']",0,7,14,16,4,30,10.827811077811077,69,57
"['0', '000110', '11011', '11', '10111', '1000011', '0100001']",0,7,16,17,4,33,10.45012765012765,78,55
"['001', '1', '00101', '1001010', '001000', '01100', '00', '000', '1101', '0011100']",0,10,27,16,6,43,24.235575535575535,135,158
"['1', '111', '1100101', '0100']",0,4,6,9,0,15,2.581168831168831,22,14
"['01', '010000', '1', '1101011', '01111', '0010101', '01010']",0,7,16,17,4,33,10.7995781995782,75,49
"['0', '00111', '101000', '100', '0010100', '0101', '001011']",0,7,19,13,2,32,11.60909645909646,67,66
"['0010110', '0', '010001', '111', '00000', '100', '1111', '0100']",0,8,19,14,4,33,11.458219558219557,92,75
"['1', '011', '11', '00110', '10']",0,5,5,8,2,13,5.7595238095238095,20,21
"['01', '11', '011011', '101', '10101', '1001', '0110001']",0,7,12,17,2,29,13.518220668220668,56,77
"['1111100', '0010001', '0011', '0001', '10001', '1010', '10', '1101', '1111011']",0,9,20,24,7,44,20.062049062049063,120,114
"['0', '0010110', '1', '10111', '1101100', '00', '1110001', '100011', '100111', '0000']",0,10,23,23,7,46,20.52681762681763,171,113
"['0', '01', '100100', '011101', '110111', '000', '000010', '110']",0,8,18,15,6,33,13.33174603174603,96,69
"['111', '1111', '00', '11101', '001010', '011111', '1011011']",0,7,10,23,2,33,11.605250305250305,64,76
"['0101111', '1101111', '1', '101011', '110']",0,5,6,18,2,24,5.125763125763125,36,40
"['0', '000110', '1', '0000']",0,4,9,3,2,12,1.7714285714285714,20,16
"['1110010', '010000', '111', '101101', '10001', '1000', '111110', '100000', '10', '011001']",0,10,26,25,5,51,26.21953601953602,139,131
"['0', '011', '11', '11000', '10000', '00', '010101', '0001000']",0,8,20,11,4,31,12.892007992007992,93,81
"['01', '001', '1111101', '0001', '100110', '0100100', '000', '0000111', '101110']",0,9,24,21,7,45,20.883261183261183,120,102
"['0', '0010', '1', '11000', '111111', '01001', '1101', '111101']",0,8,12,20,8,32,11.804617604617604,94,74
"['11110', '011', '1010101', '1111', '1110001', '00', '1110']",0,7,11,21,4,32,11.195454545454545,62,72
"['01', '11011', '0100111', '101011', '10110', '111110', '000', '110', '101111']",0,9,15,28,7,43,19.62871572871573,108,113
"['1', '011', '0100010', '101', '0000', '1011', '110']",0,7,13,12,5,25,10.215584415584415,60,46
"['11011', '1', '10110', '110100', '1010', '1011']",0,6,9,16,4,25,9.49025974025974,36,53
"['010', '0101000', '00101', '1', '011101', '11111', '01011', '1110']",0,8,15,21,3,36,14.625052725052726,86,73
"['010', '1', '00111', '0001', '10', '000', '01110']",0,7,13,10,4,23,10.88015873015873,52,53
"['0', '0010', '010', '1110000', '101010', '10110', '1010111', '1010', '10011']",0,9,21,21,6,42,21.702075702075703,106,110
"['1', '011', '00111', '0011', '1000110', '1011101', '01111', '0000000', '010101', '110']",0,10,23,25,7,48,23.98944388944389,155,116
"['01', '11110', '001111', '111', '0011010', '11101', '10010']",0,7,12,21,3,33,12.442246642246642,63,67
"['0', '011', '0011', '1111110', '1110001']",0,5,8,14,2,22,4.537662337662337,41,26
"['0', '001', '1', '00101', '11']",0,5,6,6,2,12,4.054761904761905,23,21
"['0', '1101001', '0010', '110110', '1', '01', '0010101', '000001']",0,8,19,15,6,34,12.813630813630814,105,68
"['0', '1', '11', '00001', '10001', '0001', '100', '00110', '1100111', '1101']",0,10,19,18,7,37,22.36082251082251,132,122
"['0', '1', '00111', '1000', '11101', '10011']",0,6,9,12,5,21,6.155555555555555,48,37
"['0', '011', '111', '01111', '0110', '000']",0,6,8,11,3,19,7.1499999999999995,35,43
"['001', '10111', '00', '000', '00010', '110']",0,6,13,8,5,21,7.84047619047619,37,47
"['0', '01', '0101000', '0010']",0,4,10,4,0,14,2.973232323232323,20,20
"['0', '01', '001', '1111', '00', '10', '10011', '011110', '111101']",0,9,12,19,5,31,17.92900432900433,103,83
"['01', '110', '1', '11']",0,4,2,6,2,8,3.533333333333333,8,16
"['0', '1', '000', '0001011', '0110011']",0,5,11,8,4,19,3.2142857142857144,41,24
"['111111', '11']",0,2,0,8,0,8,0.5,4,8
"['010', '1', '011', '1011001', '11', '0110', '001110']",0,7,11,15,2,26,12.47043512043512,58,46
"['01', '01101', '1', '11', '001010', '0101', '1100']",0,7,11,13,4,24,11.71139971139971,53,50
"['001111', '100', '1001', '00', '001110', '000', '1011', '1101', '101111']",0,9,17,21,8,38,20.642857142857142,99,107
"['0', '0010', '1', '011100', '00001', '00', '10', '1011', '011010']",0,9,18,13,8,31,16.671717171717173,107,90
"['010100', '01', '010', '11', '0001', '0110', '0001100', '00', '0000', '0100']",0,10,26,12,7,38,25.86879786879787,110,176
"['0', '010100', '010', '0001', '100100', '0110', '1100000', '0111', '000', '111001']",0,10,27,17,8,44,24.392640692640693,139,136
"['0', '001111', '00001', '00100', '0001100', '10', '1011', '111001']",0,8,20,16,4,36,13.919946719946719,97,75
"['01', '11011', '1', '00011', '1101000', '100', '1001', '10010']",0,8,16,16,3,32,15.65021645021645,81,82
"['0111000', '0', '001', '1', '1000101', '011011', '01111', '00', '000', '0000']",0,10,23,16,6,39,20.4530636030636,153,134
"['0', '010', '1', '10101', '1110011', '0110', '00', '01110']",0,8,13,15,4,28,13.723232323232322,84,60
"['0101111', '1', '011', '111', '10111', '0001', '0000001', '10']",0,8,14,18,4,32,13.082972582972582,95,83
"['1011010', '0010', '001', '11000', '00100', '1011100', '1100110', '0000', '000', '00010']",0,10,32,18,10,50,29.947330447330447,119,196
"['0', '1001', '010010', '1011', '0110010', '0100011']",0,6,16,13,4,29,8.583866133866135,47,38
"['110', '10010', '10', '1']",0,4,5,6,0,11,3.3714285714285714,13,16
"['0', '01', '010001', '00101', '01000', '010110', '0101', '0001000']",0,8,24,12,4,36,16.7519314019314,85,104
"['00100', '10101', '0100', '1111', '100101', '000', '1011', '1101', '01000', '011000']",0,10,25,21,9,46,26.82720057720058,111,128
"['0', '0110101', '1', '011', '101', '010010', '0001101', '11101', '01011']",0,9,17,21,8,38,18.51123876123876,118,93
"['0', '001', '1', '001111', '1101100', '001100']",0,6,12,12,4,24,6.2736263736263735,56,45
"['0', '001', '1', '11', '101', '1001', '01111', '0000', '001011']",0,9,14,15,6,29,16.526406926406928,96,86
"['0', '1', '110001', '1000', '111101', '011110', '011010', '01110']",0,8,15,20,6,35,13.654401154401155,94,64
"['1', '011011', '10111', '111001', '111011', '010101', '0000', '00010', '01100', '0100']",0,10,23,25,9,48,23.952958152958153,134,120
"['1', '111', '001010', '10', '0000', '1101', '0101', '110']",0,8,13,14,5,27,14.517460317460317,68,65
"['0', '01', '1011001', '011', '100', '0110', '1000', '100111', '001011', '1110']",0,10,19,21,7,40,24.372039072039072,132,113
"['1110010', '1', '111', '0001', '00', '11101']",0,6,9,13,0,22,6.339105339105339,49,44
"['0', '1', '100001', '000011', '11', '111101', '01110']",0,7,12,15,5,27,8.422077922077921,78,46
"['0010', '010', '1', '111', '11110', '11000', '10', '1010000', '0100101']",0,9,19,18,6,37,18.922727272727272,114,89
"['010', '001', '00001', '10101', '10000', '00', '010110']",0,7,19,10,5,29,12.52842712842713,53,61
"['0', '0010111', '11', '0001', '100', '10011', '110']",0,7,12,13,2,25,9.985137085137085,62,54
"['1001110', '01', '010', '1', '11011', '11', '0011', '1001', '010010', '1101110']",0,10,17,24,6,41,25.665207015207013,136,123
"['0', '010', '001101', '0010000', '011011', '100', '00', '110111', '10', '0110001']",0,10,24,19,9,43,24.682112332112332,152,118
"['0', '1', '00001', '0010101', '00010']",0,5,13,6,4,19,3.8,35,23
"['0', '010', '1', '1010100', '0101011', '111101', '001110', '0110001', '1110']",0,9,19,23,7,42,16.245010545010544,135,83
"['0', '110000', '010', '1', '00', '001110', '1101', '1010010']",0,8,17,13,4,30,12.5999111999112,96,65
"['0100000', '11011', '00', '11101', '00010', '101001']",0,6,17,13,3,30,7.4693528693528695,52,33
"['0', '000111', '1', '1111']",0,4,4,8,2,12,1.5714285714285714,21,14
"['0', '111', '101', '10001', '1110']",0,5,6,10,2,16,5.023015873015873,24,26
"['11001', '0', '010', '1', '111', '00101', '11', '00', '011001', '1100']",0,10,15,17,8,32,21.654545454545453,115,111
"['11011', '101', '1110001', '10', '1010011', '01110']",0,6,11,18,4,29,9.096031746031747,48,46
"['0', '01', '011', '000011', '100', '01111', '00', '000', '110', '0011100']",0,10,20,15,6,35,23.04814074814075,129,141
"['0', '01101', '11', '000', '00010']",0,5,10,6,2,16,3.873809523809524,30,24
"['100001', '11', '1001', '000101', '1111', '111011', '110']",0,7,12,19,5,31,12.098412698412698,61,88
"['0', '001', '010001', '010000', '11', '1001', '111011']",0,7,15,13,3,28,10.153174603174604,67,53
"['001', '1', '00011', '10110', '00', '1100110', '0001010', '001001', '1110']",0,9,22,18,4,40,19.033893883893885,119,102
"['0010', '001', '011', '110100', '11111', '001001']",0,6,13,14,4,27,8.265440115440114,44,45
"['1110111', '010000', '1', '011', '1110000', '100110', '00110', '10']",0,8,18,19,4,37,14.293190143190143,103,74
"['0', '1', '10', '0110111']",0,4,4,7,2,11,2.2777777777777777,20,10
"['010', '1', '111100', '111', '11', '1001', '010101', '0000', '00010']",0,9,17,17,6,34,17.48051948051948,106,88
"['0110101', '001111', '00', '10010', '10', '000001', '011110', '01001', '01000']",0,9,25,19,8,44,19.790886890886892,113,105
"['1', '00001', '00', '10', '000', '00010']",0,6,14,4,4,18,7.333333333333333,37,49
